Product,Price,Description,Category,Tags,Stock Status,Related Products
Torchic,£28.00,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"Categories: Chick, Pokemon","Tags: Blaze, Chick, torchic",290 in stock,"Arbok, Caterpie, Beedrill"
Combusken,£68.00,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,"Categories: Pokemon, Young Fowl","Tags: Blaze, combusken, Young Fowl",257 in stock,"Squirtle, Charizard, Rattata"
Blaziken,£40.00,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,"Categories: Blaze, Pokemon","Tags: Blaze, blaziken",139 in stock,"Charmander, Charmeleon, Caterpie"
Mudkip,£140.00,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","Categories: Mud Fish, Pokemon","Tags: Mud Fish, mudkip, Torrent",193 in stock,"Fearow, Arbok, Venusaur"
Marshtomp,£152.00,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","Categories: Mud Fish, Pokemon","Tags: marshtomp, Mud Fish, Torrent",258 in stock,"Ekans, Charizard, Beedrill"
Swampert,£144.00,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.","Categories: Mud Fish, Pokemon","Tags: Mud Fish, swampert, Torrent",113 in stock,"Squirtle, Blastoise, Ekans"
Poochyena,£130.00,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,"Categories: Bite, Pokemon","Tags: Bite, poochyena, Run Away",265 in stock,"Ivysaur, Weedle, Pidgeotto"
Mightyena,£175.00,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,"Categories: Bite, Pokemon","Tags: Bite, Intimidate, mightyena",173 in stock,"Squirtle, Charmander, Pidgeotto"
Zigzagoon,£83.00,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,"Categories: Pokemon, Tiny Raccoon","Tags: Pickup, Tiny Raccoon, zigzagoon",281 in stock,"Butterfree, Ekans, Squirtle"
Linoone,£81.00,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.","Categories: Pokemon, Rushing","Tags: linoone, Pickup, Rushing",24 in stock,"Blastoise, Charizard, Wartortle"
Wurmple,£195.00,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,"Categories: Pokemon, Worm","Tags: Shield Dust, Worm, wurmple",34 in stock,"Fearow, Squirtle, Venusaur"
Silcoon,£80.00,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.","Categories: Cocoon, Pokemon","Tags: Cocoon, Shed Skin, silcoon",86 in stock,"Ekans, Fearow, Raticate"
Beautifly,£145.00,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.","Categories: Butterfly, Pokemon","Tags: beautifly, Butterfly, Swarm",42 in stock,"Pidgeot, Venusaur, Blastoise"
Cascoon,£166.00,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.","Categories: Cocoon, Pokemon","Tags: cascoon, Cocoon, Shed Skin",122 in stock,"Pidgeot, Charmander, Caterpie"
Dustox,£91.00,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.","Categories: Poison Moth, Pokemon","Tags: dustox, Poison Moth, Shield Dust",23 in stock,"Charizard, Pidgeotto, Arbok"
Lotad,£161.00,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.","Categories: Pokemon, Water Weed","Tags: lotad, Swift Swim, Water Weed",187 in stock,"Charizard, Weedle, Venusaur"
Lombre,£79.00,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.","Categories: Jolly, Pokemon","Tags: Jolly, lombre, Swift Swim",203 in stock,"Pidgeotto, Ivysaur, Wartortle"
Ludicolo,£189.00,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.","Categories: Carefree, Pokemon","Tags: Carefree, ludicolo, Swift Swim",181 in stock,"Kakuna, Spearow, Arbok"
Seedot,£26.00,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,"Categories: Acorn, Pokemon","Tags: Acorn, Chlorophyll, seedot",28 in stock,"Squirtle, Arbok, Weedle"
Nuzleaf,£26.00,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,"Categories: Pokemon, Wily","Tags: Chlorophyll, nuzleaf, Wily",216 in stock,"Charizard, Fearow, Kakuna"
Shiftry,£157.00,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,"Categories: Pokemon, Wicked","Tags: Chlorophyll, shiftry, Wicked",232 in stock,"Charizard, Butterfree, Venusaur"
Taillow,£85.00,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.","Categories: Pokemon, Tiny Swallow","Tags: Guts, taillow, Tiny Swallow",204 in stock,"Arbok, Pidgey, Raticate"
Swellow,£88.00,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.","Categories: Pokemon, Swallow","Tags: Guts, Swallow, swellow",257 in stock,"Butterfree, Charizard, Spearow"
Wingull,£153.00,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,"Categories: Pokemon, Seagull","Tags: Keen Eye, Seagull, wingull",41 in stock,"Metapod, Pidgeot, Pidgeotto"
Pelipper,£158.00,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.","Categories: Pokemon, Water Bird","Tags: Keen Eye, pelipper, Water Bird",296 in stock,"Charmeleon, Squirtle, Pidgeotto"
Ralts,£151.00,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.","Categories: Feeling, Pokemon","Tags: Feeling, ralts, Synchronize",35 in stock,"Kakuna, Squirtle, Metapod"
Kirlia,£186.00,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.","Categories: Emotion, Pokemon","Tags: Emotion, kirlia, Synchronize",148 in stock,"Arbok, Caterpie, Squirtle"
Gardevoir,£34.00,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,"Categories: Embrace, Pokemon","Tags: Embrace, gardevoir, Synchronize",178 in stock,"Pidgey, Blastoise, Butterfree"
Surskit,£112.00,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.","Categories: Pokemon, Pond Skater","Tags: Pond Skater, surskit, Swift Swim",41 in stock,"Charmander, Venusaur, Charmeleon"
Masquerain,£39.00,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.","Categories: Eyeball, Pokemon","Tags: Eyeball, Intimidate, masquerain",99 in stock,"Ekans, Pidgeot, Arbok"
Shroomish,£31.00,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.","Categories: Mushroom, Pokemon","Tags: Effect Spore, Mushroom, shroomish",160 in stock,"Pidgeotto, Charizard, Charmander"
Breloom,£113.00,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,"Categories: Mushroom, Pokemon","Tags: breloom, Effect Spore, Mushroom",250 in stock,"Venusaur, Ivysaur, Weedle"
Slakoth,£69.00,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.","Categories: Pokemon, Slacker","Tags: Slacker, slakoth, Truant",300 in stock,"Butterfree, Wartortle, Weedle"
Vigoroth,£25.00,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.","Categories: Pokemon, Wild Monkey","Tags: vigoroth, Vital Spirit, Wild Monkey",299 in stock,"Pidgeotto, Charmander, Butterfree"
Slaking,£119.00,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.","Categories: Lazy, Pokemon","Tags: Lazy, slaking, Truant",145 in stock,"Ekans, Metapod, Raticate"
Nincada,£38.00,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,"Categories: Pokemon, Trainee","Tags: Compound Eyes, nincada, Trainee",239 in stock,"Pidgeotto, Blastoise, Venusaur"
Ninjask,£161.00,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.","Categories: Ninja, Pokemon","Tags: Ninja, ninjask, Speed Boost",276 in stock,"Raticate, Charmeleon, Fearow"
Shedinja,£128.00,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,"Categories: Pokemon, Shed","Tags: Shed, shedinja, Wonder Guard",152 in stock,"Pidgeotto, Charmander, Arbok"
Whismur,£137.00,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.","Categories: Pokemon, Whisper","Tags: Soundproof, whismur, Whisper",216 in stock,"Charmeleon, Raticate, Ivysaur"
Loudred,£145.00,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.","Categories: Big Voice, Pokemon","Tags: Big Voice, loudred, Soundproof",95 in stock,"Caterpie, Weedle, Pidgeotto"
Exploud,£161.00,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,"Categories: Loud Noise, Pokemon","Tags: exploud, Loud Noise, Soundproof",89 in stock,"Wartortle, Venusaur, Pidgeotto"
Makuhita,£30.00,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.","Categories: Guts, Pokemon","Tags: Guts, makuhita",109 in stock,"Metapod, Rattata, Butterfree"
Hariyama,£176.00,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.","Categories: Arm Thrust, Pokemon","Tags: Arm Thrust, Guts, hariyama",275 in stock,"Caterpie, Fearow, Rattata"
